Tabela;Campo;Elemento dados;Tipo dados;Compri;Casas decimais;Descrição Breve;Grupo;unity_catalog_path;business_name;table_description
J_1BNFSTX;SERVTYPE_OUT;;STRING;;;SAP technical field (SERVTYPE_OUT). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Servtype Out;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;SRATE;;DOUBLE;;;SAP technical field (SRATE). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Srate;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;STATTX;;STRING;;;SAP technical field (STATTX). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Stattx;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;TAXGRP;;STRING;;;SAP technical field (TAXGRP). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Taxgrp;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;TAXINNET;;STRING;;;SAP technical field (TAXINNET). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Taxinnet;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;TAXOFF;;STRING;;;SAP technical field (TAXOFF). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Taxoff;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;TAXOUTVALUE;;STRING;;;SAP technical field (TAXOUTVALUE). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Taxoutvalue;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;TAXTYP;;STRING;;;Tax type code (e.g. ICMS, IPI, PIS, COFINS, ISS).;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Tax Type;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;TAXVAL;;DOUBLE;;;Calculated tax value for a specific tax type in the NF.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Tax Value;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;TAX_DIFFERENCE;;DOUBLE;;;SAP technical field (TAX_DIFFERENCE). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Tax Difference;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;TAX_LOC;;STRING;;;SAP technical field (TAX_LOC). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Tax Loc;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;TS_LOAD;;TIMESTAMP;;;UTC timestamp when the record was last loaded into the Data Lake (Bronze layer). Used for incremental control.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Load Timestamp;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;UNIT;;STRING;;;SAP technical field (UNIT). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Unit;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;UNIT4DEC;;STRING;;;SAP technical field (UNIT4DEC). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Unit4Dec;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;WHTCOLLCODE;;STRING;;;SAP technical field (WHTCOLLCODE). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Whtcollcode;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;WITHHOLD;;STRING;;;SAP technical field (WITHHOLD). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Withhold;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
J_1BNFSTX;YEAR;;INT;;;Partition year (integer). Part of the Delta Lake partition scheme: YEAR/MONTH/DAY.;;prd_r2r.db_prep_r2r_sap_rp0.tb_j_1bnfstx;Year;Brazilian Nota Fiscal Tax Lines (Localization). One record per tax type per NF. Contains tax base amounts, rates, and calculated values.
KNA1;ABRVW;;STRING;;;Usage indicator controlling how the item is processed in the SD workflow.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Usage Indicator;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;ADRNR;;STRING;;;Internal address record number. Links to the central address management (ADR*) tables.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Address Number;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;ALC;;STRING;;;SAP technical field (ALC). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Alc;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;ANRED;;STRING;;;Salutation/title of the person (Mr., Mrs., Dr., etc.).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Title;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;AUFSD;;STRING;;;Order block reason code. Identifies why orders are blocked.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Order Block Reason;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BAHNE;;STRING;;;Name of the nearest train station to the business partner's location.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Train Station;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BAHNS;;STRING;;;City of the nearest train station.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Train Station City;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BBBNR;;STRING;;;International location number (ILN/GLN) for EDI.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;International Location No;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BBSNR;;STRING;;;Second part of the international location number.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;International Loc. No. 2;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BEGRU;;STRING;;;SAP technical field (BEGRU). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Begru;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BRAN1;;STRING;;;Industry/branch code 1 for customer or material classification.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Bran1;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BRAN2;;STRING;;;Industry/branch code 2 for customer or material classification.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Bran2;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BRAN3;;STRING;;;Industry/branch code 3 for customer or material classification.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Bran3;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BRAN4;;STRING;;;Industry/branch code 4 for customer or material classification.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Bran4;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BRAN5;;STRING;;;Industry/branch code 5 for customer or material classification.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Bran5;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BRSCH;;STRING;;;Industry sector key for the customer (links to description table).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Industry;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;BUBKZ;;STRING;;;SAP technical field (BUBKZ). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Bubkz;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CASSD;;STRING;;;Central delivery block indicator.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Central Delivery Block;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CCC01;;STRING;;;Customer credit check control code 1.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Ccc01;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CCC02;;STRING;;;Customer credit check control code 2.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Ccc02;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CCC03;;STRING;;;Customer credit check control code 3.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Ccc03;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CCC04;;STRING;;;Customer credit check control code 4.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Ccc04;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CCODE;;STRING;;;SAP technical field (CCODE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Ccode;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CFOPC;;STRING;;;SAP technical field (CFOPC). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Cfopc;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CITYC;;STRING;;;SAP technical field (CITYC). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Cityc;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CIVVE;;STRING;;;Indicates the customer is a private end consumer (B2C flag).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Consumer Indicator;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CNAE;;STRING;;;Brazilian national activity code (Classificacao Nacional de Atividades Economicas).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;CNAE Code;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;COMSIZE;;STRING;;;Company size category for the business partner (e.g. Small, Medium, Large).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Company Size;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CONFS;;STRING;;;SAP technical field (CONFS). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Confs;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;COUNC;;STRING;;;SAP technical field (COUNC). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Counc;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;CRTN;;STRING;;;SAP technical field (CRTN). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Crtn;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DATLT;;STRING;;;SAP technical field (DATLT). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Datlt;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DAY;;INT;;;Partition day (integer). Part of the Delta Lake partition scheme: YEAR/MONTH/DAY.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Day;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DEAR1;;STRING;;;Customer attribute indicator 1.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Dear1;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DEAR2;;STRING;;;Customer attribute indicator 2.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Dear2;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DEAR3;;STRING;;;Customer attribute indicator 3.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Dear3;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DEAR4;;STRING;;;Customer attribute indicator 4.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Dear4;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DEAR5;;STRING;;;Customer attribute indicator 5.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Dear5;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DEAR6;;STRING;;;Customer attribute indicator 6.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Dear6;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DECREGPC;;STRING;;;SAP technical field (DECREGPC). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Decregpc;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DTAMS;;STRING;;;Indicator for EDI-incoming data for this business partner.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;EDI Inbound Flag;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DTAWS;;STRING;;;Indicator for EDI-outgoing data for this business partner.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;EDI Outbound Flag;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DUEFL;;STRING;;;Indicator for data medium exchange (electronic banking).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Data Medium Exchange;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DUNS;;STRING;;;Dun & Bradstreet DUNS number for the business partner.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;DUNS Number;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;DUNS4;;STRING;;;SAP technical field (DUNS4). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Duns4;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;EKONT;;STRING;;;SAP technical field (EKONT). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Ekont;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;ERDAT;;STRING;;;Date the record was created in SAP (YYYYMMDD).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Creation Date;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;ERNAM;;STRING;;;SAP username of the person who created this record.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Created By;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;ETIKG;;STRING;;;SAP technical field (ETIKG). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Etikg;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;EXABL;;STRING;;;SAP technical field (EXABL). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Exabl;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;EXP;;STRING;;;SAP technical field (EXP). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Exp;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;FAKSD;;STRING;;;Billing block reason code. Prevents invoice creation.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Billing Block Reason;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;FEE_SCHEDULE;;STRING;;;SAP technical field (FEE_SCHEDULE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Fee Schedule;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;FISKN;;STRING;;;Customer number of the fiscal address (for tax-relevant address override).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Fiscal Address;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;FITYP;;STRING;;;Tax type code for the business partner's fiscal classification.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Tax Type;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;GFORM;;STRING;;;Legal form of the business partner (e.g. LTDA, S.A., MEI for Brazil).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Legal Form;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;HZUOR;;STRING;;;Customer's hazardous material classification number.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Hazardous Material Class;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;ICMSTAXPAY;;STRING;;;SAP technical field (ICMSTAXPAY). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Icmstaxpay;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;INDTYP;;STRING;;;Industry type classification of the business partner.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Industry Type;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;INSPATDEBI;;STRING;;;SAP technical field (INSPATDEBI). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Inspatdebi;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;INSPBYDEBI;;STRING;;;SAP technical field (INSPBYDEBI). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Inspbydebi;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;JMJAH;;STRING;;;SAP technical field (JMJAH). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Jmjah;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;JMZAH;;STRING;;;SAP technical field (JMZAH). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Jmzah;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;J_1KFREPRE;;STRING;;;SAP technical field (J_1KFREPRE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;J 1Kfrepre;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;J_1KFTBUS;;STRING;;;SAP technical field (J_1KFTBUS). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;J 1Kftbus;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;J_1KFTIND;;STRING;;;SAP technical field (J_1KFTIND). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;J 1Kftind;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR1;;STRING;;;Customer attribute 1 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr1;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR10;;STRING;;;Customer attribute 0 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr10;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR2;;STRING;;;Customer attribute 2 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr2;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR3;;STRING;;;Customer attribute 3 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr3;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR4;;STRING;;;Customer attribute 4 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr4;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR5;;STRING;;;Customer attribute 5 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr5;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR6;;STRING;;;Customer attribute 6 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr6;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR7;;STRING;;;Customer attribute 7 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr7;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR8;;STRING;;;Customer attribute 8 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr8;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KATR9;;STRING;;;Customer attribute 9 for classification and segmentation purposes.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Katr9;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KDKG1;;STRING;;;SAP technical field (KDKG1). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Kdkg1;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KDKG2;;STRING;;;SAP technical field (KDKG2). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Kdkg2;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KDKG3;;STRING;;;SAP technical field (KDKG3). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Kdkg3;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KDKG4;;STRING;;;SAP technical field (KDKG4). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Kdkg4;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KDKG5;;STRING;;;SAP technical field (KDKG5). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Kdkg5;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KNAZK;;STRING;;;SAP technical field (KNAZK). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Knazk;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KNRZA;;STRING;;;SAP technical field (KNRZA). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Knrza;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KNURL;;STRING;;;Website URL of the business partner.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Internet URL;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KONZS;;STRING;;;Corporate group key for grouping related companies.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Group Key;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KTOCD;;STRING;;;SAP technical field (KTOCD). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Ktocd;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KTOKD;;STRING;;;Account group that controls the customer master fields and partner functions.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Customer Account Group;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KUKLA;;STRING;;;Customer classification code (e.g. A, B, C for ABC analysis).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Customer Classification;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;KUNNR;;STRING;;;Unique customer identifier (10-digit, zero-padded). Links to KNA1 master data.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Customer Number;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;LAND1;;STRING;;;Country key of the business partner's address (2-char ISO, e.g. BR, US).;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Country;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;LEGALNAT;;STRING;;;Legal nature code of the organization.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Legal Nature;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;LIFNR;;STRING;;;Unique vendor/supplier identifier (10-digit, zero-padded). Links to LFA1 master data.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Vendor Number;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
KNA1;LIFSD;;STRING;;;Delivery block reason code. Prevents delivery creation.;;prd_o2c.db_prep_o2c_sap_rp0.tb_kna1;Delivery Block Reason;Customer Master General Data (SD/FI). One record per customer. Contains address, tax IDs, and general classification data.
